job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size,salary_in_gbp
Data Engineer,Senior-level,Full-time,Remote,2023,United States,133200,USD,133200,United States,Medium,109224.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,84000,USD,84000,United States,Medium,68880.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,171000,USD,171000,United States,Medium,140220.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,93000,USD,93000,United States,Medium,76260.0
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,216450,USD,216450,United States,Medium,177489.0
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,123750,USD,123750,United States,Medium,101475.0
Research Scientist,Senior-level,Full-time,On-site,2023,United States,212800,USD,212800,United States,Large,174496.0
Research Scientist,Senior-level,Full-time,On-site,2023,United States,124100,USD,124100,United States,Large,101762.0
Data Scientist,Mid-level,Full-time,Remote,2023,United States,205000,USD,205000,United States,Medium,168100.0
Data Scientist,Mid-level,Full-time,Remote,2023,United States,166000,USD,166000,United States,Medium,136120.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,231650,USD,231650,United States,Medium,189953.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,189100,USD,189100,United States,Medium,155062.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,266875,USD,266875,United States,Medium,218837.5
Data Engineer,Senior-level,Full-time,On-site,2023,United States,128250,USD,128250,United States,Medium,105165.0
Data Engineer,Mid-level,Full-time,Remote,2023,United States,158600,USD,158600,United States,Medium,130051.99999999999
Data Engineer,Mid-level,Full-time,Remote,2023,United States,115300,USD,115300,United States,Medium,94546.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,225300,USD,225300,United States,Medium,184746.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,197400,USD,197400,United States,Medium,161868.0
Data Analyst,Entry-level,Full-time,On-site,2023,United States,109900,USD,109900,United States,Medium,90118.0
Data Analyst,Entry-level,Full-time,On-site,2023,United States,61200,USD,61200,United States,Medium,50184.0
Data Integration Engineer,Senior-level,Full-time,Remote,2023,United States,161000,USD,161000,United States,Medium,132020.0
Data Integration Engineer,Senior-level,Full-time,Remote,2023,United States,75000,USD,75000,United States,Medium,61499.99999999999
Data Analyst,Mid-level,Full-time,On-site,2023,United States,166000,USD,166000,United States,Medium,136120.0
Data Analyst,Mid-level,Full-time,On-site,2023,United States,73100,USD,73100,United States,Medium,59942.0
Data Scientist,Mid-level,Full-time,On-site,2023,United States,138510,USD,138510,United States,Medium,113578.2
Data Scientist,Mid-level,Full-time,On-site,2023,United States,95490,USD,95490,United States,Medium,78301.79999999999
Data Analyst,Mid-level,Full-time,Remote,2023,United States,150000,USD,150000,United States,Medium,122999.99999999999
Data Analyst,Mid-level,Full-time,Remote,2023,United States,110000,USD,110000,United States,Medium,90200.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,232200,USD,232200,United States,Medium,190404.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,133300,USD,133300,United States,Medium,109306.0
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,178250,USD,178250,United States,Medium,146165.0
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,110500,USD,110500,United States,Medium,90610.0
AI Engineer,Senior-level,Full-time,On-site,2023,United States,190000,USD,190000,United States,Medium,155800.0
AI Engineer,Senior-level,Full-time,On-site,2023,United States,160000,USD,160000,United States,Medium,131200.0
Applied Scientist,Senior-level,Full-time,Remote,2023,United States,216000,USD,216000,United States,Medium,177120.0
Applied Scientist,Senior-level,Full-time,Remote,2023,United States,184000,USD,184000,United States,Medium,150880.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,230000,USD,230000,United States,Medium,188600.0
Business Intelligence Engineer,Mid-level,Full-time,On-site,2023,United States,165600,USD,165600,United States,Large,135792.0
Business Intelligence Engineer,Mid-level,Full-time,On-site,2023,United States,65800,USD,65800,United States,Large,53956.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,82500,USD,82500,United States,Medium,67650.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,247250,USD,247250,United States,Medium,202745.0
Machine Learning Scientist,Senior-level,Full-time,On-site,2023,United States,169000,USD,169000,United States,Medium,138580.0
Machine Learning Scientist,Senior-level,Full-time,On-site,2023,United States,105500,USD,105500,United States,Medium,86510.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,195800,USD,195800,United States,Medium,160556.0
Business Intelligence Engineer,Senior-level,Full-time,Remote,2023,United States,108500,USD,108500,United States,Medium,88970.0
Business Intelligence Engineer,Senior-level,Full-time,Remote,2023,United States,78800,USD,78800,United States,Medium,64615.99999999999
Research Scientist,Senior-level,Full-time,On-site,2023,United States,225000,USD,225000,United States,Medium,184500.0
Research Scientist,Senior-level,Full-time,On-site,2023,United States,166000,USD,166000,United States,Medium,136120.0
Business Intelligence Manager,Mid-level,Full-time,Remote,2023,United States,160000,USD,160000,United States,Medium,131200.0
Business Intelligence Manager,Mid-level,Full-time,Remote,2023,United States,110000,USD,110000,United States,Medium,90200.0
Data Analyst,Mid-level,Full-time,Remote,2023,United States,87500,USD,87500,United States,Medium,71750.0
Data Engineer,Executive-level,Full-time,On-site,2023,United States,135000,USD,135000,United States,Medium,110700.0
Data Engineer,Executive-level,Full-time,On-site,2023,United States,100000,USD,100000,United States,Medium,82000.0
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,289800,USD,289800,United States,Medium,237636.0
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,214200,USD,214200,United States,Medium,175644.0
Data Engineer,Mid-level,Full-time,On-site,2023,United States,167500,USD,167500,United States,Medium,137350.0
Data Engineer,Mid-level,Full-time,On-site,2023,United States,106500,USD,106500,United States,Medium,87330.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,146000,USD,146000,United States,Medium,119720.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,128000,USD,128000,United States,Medium,104960.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,81500,USD,81500,United States,Medium,66830.0
Research Scientist,Senior-level,Full-time,On-site,2023,United States,370000,USD,370000,United States,Medium,303400.0
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,175000,USD,175000,United States,Medium,143500.0
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,160000,USD,160000,United States,Medium,131200.0
Data Integration Specialist,Entry-level,Full-time,Remote,2023,United States,240000,USD,240000,United States,Medium,196800.0
Data Integration Specialist,Entry-level,Full-time,Remote,2023,United States,100000,USD,100000,United States,Medium,82000.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,180000,USD,180000,United States,Medium,147600.0
Applied Scientist,Mid-level,Full-time,On-site,2023,United States,249300,USD,249300,United States,Large,204426.0
Applied Scientist,Mid-level,Full-time,On-site,2023,United States,149300,USD,149300,United States,Large,122425.99999999999
Research Scientist,Senior-level,Full-time,On-site,2023,United States,248100,USD,248100,United States,Medium,203442.0
Research Scientist,Senior-level,Full-time,On-site,2023,United States,145900,USD,145900,United States,Medium,119638.0
Data Science Practitioner,Senior-level,Full-time,On-site,2023,United States,170200,USD,170200,United States,Medium,139564.0
Data Science Practitioner,Senior-level,Full-time,On-site,2023,United States,83900,USD,83900,United States,Medium,68798.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,94100,USD,94100,United States,Medium,77162.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,226600,USD,226600,United States,Medium,185812.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,140100,USD,140100,United States,Medium,114882.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,156000,USD,156000,United States,Medium,127919.99999999999
Data Analyst,Senior-level,Full-time,On-site,2023,United States,124000,USD,124000,United States,Medium,101680.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,132600,USD,132600,United States,Medium,108732.0
Research Engineer,Senior-level,Full-time,On-site,2023,United States,308000,USD,308000,United States,Medium,252559.99999999997
Research Engineer,Senior-level,Full-time,On-site,2023,United States,190400,USD,190400,United States,Medium,156128.0
Data Architect,Senior-level,Full-time,On-site,2023,United States,155000,USD,155000,United States,Medium,127099.99999999999
Data Architect,Senior-level,Full-time,On-site,2023,United States,136000,USD,136000,United States,Medium,111520.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,75000,USD,75000,United States,Medium,61499.99999999999
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,214500,USD,214500,United States,Medium,175890.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,132600,USD,132600,United States,Medium,108732.0
Data Analyst,Mid-level,Full-time,On-site,2023,United States,111000,USD,111000,United States,Medium,91020.0
Data Analyst,Mid-level,Full-time,On-site,2023,United States,104000,USD,104000,United States,Medium,85280.0
Data Engineer,Mid-level,Full-time,On-site,2023,United States,85000,USD,85000,United States,Medium,69700.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,180250,USD,180250,United States,Medium,147805.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,118000,USD,118000,United States,Medium,96760.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,212800,USD,212800,United States,Large,174496.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,111600,USD,111600,United States,Large,91512.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,157500,USD,157500,United States,Medium,129149.99999999999
Data Analyst,Senior-level,Full-time,Remote,2023,United States,132500,USD,132500,United States,Medium,108650.0
Business Intelligence Analyst,Senior-level,Full-time,Remote,2023,United States,171000,USD,171000,United States,Medium,140220.0
Business Intelligence Analyst,Senior-level,Full-time,Remote,2023,United States,152000,USD,152000,United States,Medium,124639.99999999999
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,223600,USD,223600,United States,Large,183352.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,115000,USD,115000,United States,Large,94300.0
Business Intelligence Developer,Mid-level,Full-time,Remote,2023,United States,140000,USD,140000,United States,Medium,114800.0
Business Intelligence Developer,Mid-level,Full-time,Remote,2023,United States,110000,USD,110000,United States,Medium,90200.0
Data Scientist,Mid-level,Full-time,On-site,2023,United States,130900,USD,130900,United States,Medium,107338.0
Data Scientist,Mid-level,Full-time,On-site,2023,United States,72700,USD,72700,United States,Medium,59614.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,333500,USD,333500,United States,Medium,273470.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,144000,USD,144000,United States,Medium,118080.0
Business Intelligence Engineer,Senior-level,Full-time,Remote,2023,United States,180000,USD,180000,United States,Medium,147600.0
Business Intelligence Engineer,Senior-level,Full-time,Remote,2023,United States,118200,USD,118200,United States,Medium,96924.0
Data Architect,Senior-level,Full-time,Remote,2023,United States,354200,USD,354200,United States,Medium,290444.0
Data Architect,Senior-level,Full-time,Remote,2023,United States,221800,USD,221800,United States,Medium,181876.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,73000,USD,73000,United States,Medium,59860.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,156600,USD,156600,United States,Medium,128411.99999999999
Data Engineer,Senior-level,Full-time,Remote,2023,United States,137200,USD,137200,United States,Medium,112504.0
Data Analyst,Mid-level,Full-time,On-site,2023,United States,149000,USD,149000,United States,Medium,122179.99999999999
Data Analyst,Mid-level,Full-time,On-site,2023,United States,65300,USD,65300,United States,Medium,53546.0
Data Engineer,Mid-level,Full-time,Remote,2023,United States,187000,USD,187000,United States,Medium,153340.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,119636,USD,119636,United States,Medium,98101.51999999999
Data Analyst,Senior-level,Full-time,On-site,2023,United States,70374,USD,70374,United States,Medium,57706.67999999999
Data Analyst,Senior-level,Full-time,Remote,2023,United States,67000,USD,67000,United States,Medium,54940.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,102000,USD,102000,United States,Medium,83640.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,94770,USD,94770,United States,Medium,77711.4
Data Scientist,Entry-level,Full-time,On-site,2023,United States,133000,USD,133000,United States,Medium,109060.0
Data Scientist,Entry-level,Full-time,On-site,2023,United States,58400,USD,58400,United States,Medium,47888.0
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,169900,USD,169900,United States,Medium,139318.0
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,164100,USD,164100,United States,Medium,134562.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,180240,USD,180240,United States,Medium,147796.8
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,120160,USD,120160,United States,Medium,98531.2
Data Scientist,Mid-level,Full-time,On-site,2023,United States,93400,USD,93400,United States,Medium,76588.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,119000,USD,119000,United States,Medium,97580.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,71400,USD,71400,United States,Medium,58548.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,225100,USD,225100,United States,Medium,184582.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,140900,USD,140900,United States,Medium,115538.0
ML Engineer,Mid-level,Full-time,On-site,2023,United States,179000,USD,179000,United States,Medium,146780.0
ML Engineer,Mid-level,Full-time,On-site,2023,United States,144000,USD,144000,United States,Medium,118080.0
Research Scientist,Entry-level,Full-time,On-site,2023,United States,250800,USD,250800,United States,Medium,205656.0
Research Scientist,Entry-level,Full-time,On-site,2023,United States,167200,USD,167200,United States,Medium,137104.0
Research Scientist,Mid-level,Full-time,On-site,2023,United States,144000,USD,144000,United States,Medium,118080.0
Research Scientist,Mid-level,Full-time,On-site,2023,United States,76000,USD,76000,United States,Medium,62319.99999999999
Data Lead,Executive-level,Full-time,On-site,2023,United States,230000,USD,230000,United States,Medium,188600.0
Data Lead,Executive-level,Full-time,On-site,2023,United States,180000,USD,180000,United States,Medium,147600.0
Data Scientist,Entry-level,Full-time,Remote,2023,United States,156450,USD,156450,United States,Medium,128288.99999999999
Data Scientist,Entry-level,Full-time,Remote,2023,United States,119200,USD,119200,United States,Medium,97744.0
Research Scientist,Senior-level,Full-time,Remote,2023,United States,150000,USD,150000,United States,Medium,122999.99999999999
Research Scientist,Senior-level,Full-time,Remote,2023,United States,130000,USD,130000,United States,Medium,106600.0
Head of Data,Executive-level,Full-time,On-site,2023,United States,247500,USD,247500,United States,Medium,202950.0
Head of Data,Executive-level,Full-time,On-site,2023,United States,172200,USD,172200,United States,Medium,141204.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,97500,USD,97500,United States,Medium,79950.0
Research Scientist,Executive-level,Full-time,On-site,2023,United States,220000,USD,220000,United States,Medium,180400.0
Research Scientist,Executive-level,Full-time,On-site,2023,United States,185000,USD,185000,United States,Medium,151700.0
Research Scientist,Senior-level,Full-time,On-site,2023,United States,303050,USD,303050,United States,Medium,248500.99999999997
Research Scientist,Senior-level,Full-time,On-site,2023,United States,202350,USD,202350,United States,Medium,165927.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,201650,USD,201650,United States,Medium,165353.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,124600,USD,124600,United States,Medium,102172.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,145000,USD,145000,United States,Medium,118900.0
Business Intelligence Engineer,Mid-level,Full-time,Remote,2023,United States,89500,USD,89500,United States,Medium,73390.0
Business Intelligence Engineer,Mid-level,Full-time,Remote,2023,United States,65000,USD,65000,United States,Medium,53300.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,328400,USD,328400,United States,Medium,269288.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,205600,USD,205600,United States,Medium,168592.0
Data Engineer,Entry-level,Full-time,Remote,2023,United States,85000,USD,85000,United States,Medium,69700.0
Data Engineer,Entry-level,Full-time,Remote,2023,United States,61800,USD,61800,United States,Medium,50676.0
Data Analyst,Entry-level,Full-time,On-site,2023,United States,116000,USD,116000,United States,Medium,95120.0
Data Analyst,Entry-level,Full-time,On-site,2023,United States,72500,USD,72500,United States,Medium,59450.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,215000,USD,215000,United States,Medium,176300.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,169850,USD,169850,United States,Medium,139277.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,147400,USD,147400,United States,Medium,120868.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,107682,USD,107682,United States,Medium,88299.23999999999
Data Scientist,Mid-level,Full-time,On-site,2023,United States,225300,USD,225300,United States,Medium,184746.0
Data Scientist,Mid-level,Full-time,On-site,2023,United States,197400,USD,197400,United States,Medium,161868.0
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,160000,USD,160000,United States,Medium,131200.0
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,136000,USD,136000,United States,Medium,111520.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,204600,USD,204600,United States,Medium,167772.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,126500,USD,126500,United States,Medium,103730.0
Data Architect,Senior-level,Full-time,Remote,2023,United States,210000,USD,210000,United States,Medium,172200.0
Data Analyst,Entry-level,Full-time,On-site,2023,United States,86500,USD,86500,United States,Large,70930.0
Data Analyst,Entry-level,Full-time,On-site,2023,United States,40400,USD,40400,United States,Large,33128.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,329700,USD,329700,United States,Medium,270354.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,192351,USD,192351,United States,Medium,157727.81999999998
Data Engineer,Senior-level,Full-time,On-site,2023,United States,280000,USD,280000,United States,Medium,229600.0
Business Intelligence Analyst,Mid-level,Full-time,On-site,2023,United States,106700,USD,106700,United States,Medium,87494.0
Business Intelligence Analyst,Mid-level,Full-time,On-site,2023,United States,97000,USD,97000,United States,Medium,79540.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,175000,USD,175000,United States,Medium,143500.0
Data Engineer,Entry-level,Full-time,On-site,2023,United States,88000,USD,88000,United States,Medium,72160.0
Data Engineer,Entry-level,Full-time,On-site,2023,United States,60000,USD,60000,United States,Medium,49200.0
Data Management Specialist,Senior-level,Full-time,On-site,2023,United States,123000,USD,123000,United States,Medium,100860.0
Data Management Specialist,Senior-level,Full-time,On-site,2023,United States,93593,USD,93593,United States,Medium,76746.26
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,222405,USD,222405,United States,Medium,182372.09999999998
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,172800,USD,172800,United States,Medium,141696.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,205600,USD,205600,United States,Large,168592.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,105700,USD,105700,United States,Large,86674.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,263500,USD,263500,United States,Medium,216070.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,189360,USD,189360,United States,Medium,155275.19999999998
AI Developer,Senior-level,Full-time,On-site,2023,United States,230000,USD,230000,United States,Medium,188600.0
AI Developer,Senior-level,Full-time,On-site,2023,United States,124000,USD,124000,United States,Medium,101680.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,184800,USD,184800,United States,Medium,151536.0
Data Architect,Senior-level,Full-time,Remote,2023,United States,310000,USD,310000,United States,Medium,254199.99999999997
Data Architect,Senior-level,Full-time,Remote,2023,United States,206000,USD,206000,United States,Medium,168920.0
AI Engineer,Senior-level,Full-time,On-site,2023,United States,372000,USD,372000,United States,Medium,305040.0
AI Engineer,Senior-level,Full-time,On-site,2023,United States,223000,USD,223000,United States,Medium,182860.0
Data Scientist,Mid-level,Full-time,Remote,2023,United States,131000,USD,131000,United States,Medium,107420.0
Data Manager,Senior-level,Full-time,On-site,2023,United States,233500,USD,233500,United States,Medium,191470.0
Data Manager,Senior-level,Full-time,On-site,2023,United States,146000,USD,146000,United States,Medium,119720.0
AI Architect,Senior-level,Full-time,Remote,2023,United States,305100,USD,305100,United States,Medium,250181.99999999997
AI Architect,Senior-level,Full-time,Remote,2023,United States,146900,USD,146900,United States,Medium,120458.0
Business Intelligence Analyst,Entry-level,Full-time,On-site,2023,United States,78800,USD,78800,United States,Medium,64615.99999999999
Business Intelligence Analyst,Entry-level,Full-time,On-site,2023,United States,44100,USD,44100,United States,Medium,36162.0
MLOps Engineer,Mid-level,Full-time,On-site,2023,United States,166000,USD,166000,United States,Medium,136120.0
MLOps Engineer,Mid-level,Full-time,On-site,2023,United States,73100,USD,73100,United States,Medium,59942.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,80000,USD,80000,United States,Medium,65600.0
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,80000,USD,80000,United States,Medium,65600.0
Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United States,202800,USD,202800,United States,Large,166296.0
Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United States,104300,USD,104300,United States,Large,85526.0
Data Science Manager,Executive-level,Full-time,On-site,2023,United States,272400,USD,272400,United States,Large,223368.0
Data Science Manager,Executive-level,Full-time,On-site,2023,United States,140100,USD,140100,United States,Large,114882.0
Data Engineer,Mid-level,Full-time,On-site,2023,United States,154000,USD,154000,United States,Medium,126279.99999999999
Data Engineer,Mid-level,Full-time,On-site,2023,United States,103000,USD,103000,United States,Medium,84460.0
BI Developer,Entry-level,Full-time,On-site,2023,United States,85600,USD,85600,United States,Medium,70192.0
BI Developer,Entry-level,Full-time,On-site,2023,United States,57000,USD,57000,United States,Medium,46740.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,190400,USD,190400,United States,Medium,156128.0
Data Strategist,Senior-level,Full-time,Remote,2023,United States,119636,USD,119636,United States,Medium,98101.51999999999
Data Strategist,Senior-level,Full-time,Remote,2023,United States,70374,USD,70374,United States,Medium,57706.67999999999
Data Engineer,Senior-level,Full-time,On-site,2023,United States,304750,USD,304750,United States,Medium,249894.99999999997
Data Analyst,Mid-level,Full-time,On-site,2023,United States,98873,USD,98873,United States,Medium,81075.86
Data Analyst,Mid-level,Full-time,On-site,2023,United States,58161,USD,58161,United States,Medium,47692.02
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,138000,USD,138000,United States,Medium,113160.0
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,85500,USD,85500,United States,Medium,70110.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,307100,USD,307100,United States,Medium,251821.99999999997
Data Scientist,Senior-level,Full-time,On-site,2023,United States,216800,USD,216800,United States,Medium,177776.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,153600,USD,153600,United States,Medium,125951.99999999999
Data Scientist,Senior-level,Full-time,On-site,2023,United States,106800,USD,106800,United States,Medium,87576.0
Data Analyst,Mid-level,Full-time,On-site,2023,United States,250000,USD,250000,United States,Medium,205000.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,180000,USD,180000,United States,Medium,147600.0
Data Engineer,Executive-level,Full-time,On-site,2023,United States,160000,USD,160000,United States,Medium,131200.0
Data Engineer,Executive-level,Full-time,On-site,2023,United States,130000,USD,130000,United States,Medium,106600.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,162000,USD,162000,United States,Medium,132840.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,164640,USD,164640,United States,Medium,135004.8
Data Analyst,Senior-level,Full-time,On-site,2023,United States,131712,USD,131712,United States,Medium,108003.84
Data Analyst,Mid-level,Full-time,On-site,2023,United States,74800,USD,74800,United States,Medium,61335.99999999999
Data Analyst,Mid-level,Full-time,On-site,2023,United States,63600,USD,63600,United States,Medium,52152.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,253792,USD,253792,United States,Medium,208109.43999999997
Data Engineer,Senior-level,Full-time,On-site,2023,United States,158620,USD,158620,United States,Medium,130068.4
Business Intelligence Specialist,Senior-level,Full-time,On-site,2023,United States,259900,USD,259900,United States,Medium,213118.0
Business Intelligence Specialist,Senior-level,Full-time,On-site,2023,United States,139200,USD,139200,United States,Medium,114144.0
Research Scientist,Senior-level,Full-time,On-site,2023,United States,293000,USD,293000,United States,Medium,240260.0
Research Scientist,Senior-level,Full-time,On-site,2023,United States,185000,USD,185000,United States,Medium,151700.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,115500,USD,115500,United States,Medium,94710.0
Research Analyst,Mid-level,Full-time,On-site,2023,United States,142000,USD,142000,United States,Medium,116440.0
Research Analyst,Mid-level,Full-time,On-site,2023,United States,102000,USD,102000,United States,Medium,83640.0
Data Quality Engineer,Senior-level,Full-time,On-site,2023,United States,141600,USD,141600,United States,Medium,116112.0
Data Quality Engineer,Senior-level,Full-time,On-site,2023,United States,121400,USD,121400,United States,Medium,99548.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,240000,USD,240000,United States,Medium,196800.0
Data Analyst,Mid-level,Full-time,On-site,2023,United States,55000,USD,55000,United States,Medium,45100.0
Data Analyst,Mid-level,Full-time,On-site,2023,United States,49000,USD,49000,United States,Medium,40180.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,135000,USD,135000,United States,Medium,110700.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,200000,USD,200000,United States,Medium,164000.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,180000,USD,180000,United States,Medium,147600.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,168000,USD,168000,United States,Medium,137760.0
Data Scientist,Entry-level,Full-time,On-site,2023,United States,105000,USD,105000,United States,Medium,86100.0
Business Intelligence Analyst,Senior-level,Full-time,On-site,2023,United States,115600,USD,115600,United States,Medium,94792.0
Business Intelligence Analyst,Senior-level,Full-time,On-site,2023,United States,79700,USD,79700,United States,Medium,65353.99999999999
Applied Scientist,Entry-level,Full-time,On-site,2023,United States,281700,USD,281700,United States,Medium,230994.0
Applied Scientist,Entry-level,Full-time,On-site,2023,United States,141100,USD,141100,United States,Medium,115702.0
Data Specialist,Senior-level,Full-time,On-site,2023,United States,173100,USD,173100,United States,Medium,141942.0
Data Specialist,Senior-level,Full-time,On-site,2023,United States,86900,USD,86900,United States,Medium,71258.0
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,258700,USD,258700,United States,Medium,212134.0
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,133800,USD,133800,United States,Medium,109716.0
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,225300,USD,225300,United States,Medium,184746.0
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,197400,USD,197400,United States,Medium,161868.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,157000,USD,157000,United States,Medium,128739.99999999999
Data Scientist,Senior-level,Full-time,On-site,2023,United States,208000,USD,208000,United States,Medium,170560.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,134000,USD,134000,United States,Medium,109880.0
Data Engineer,Mid-level,Full-time,On-site,2023,United States,65000,USD,65000,United States,Medium,53300.0
Data Engineer,Mid-level,Full-time,On-site,2023,United States,110000,USD,110000,United States,Medium,90200.0
Data Engineer,Mid-level,Full-time,On-site,2023,United States,73400,USD,73400,United States,Medium,60188.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,183414,USD,183414,United States,Medium,150399.47999999998
Data Engineer,Senior-level,Full-time,On-site,2023,United States,97200,USD,97200,United States,Medium,79704.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,299000,USD,299000,United States,Medium,245179.99999999997
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,187000,USD,187000,United States,Medium,153340.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,66000,USD,66000,United States,Medium,54120.0
