job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size,salary_in_gbp
Data Engineer,Mid-level,Full-time,Remote,2024,United States,148100,USD,148100,United States,Medium,121442.0
Data Engineer,Mid-level,Full-time,Remote,2024,United States,98700,USD,98700,United States,Medium,80934.0
Data Scientist,Senior-level,Full-time,Remote,2024,United States,140032,USD,140032,United States,Medium,114826.23999999999
Data Scientist,Senior-level,Full-time,Remote,2024,United States,100022,USD,100022,United States,Medium,82018.04
BI Developer,Mid-level,Full-time,On-site,2024,United States,120000,USD,120000,United States,Medium,98400.0
BI Developer,Mid-level,Full-time,On-site,2024,United States,62100,USD,62100,United States,Medium,50922.0
Research Analyst,Entry-level,Full-time,On-site,2024,United States,250000,USD,250000,United States,Medium,205000.0
Research Analyst,Entry-level,Full-time,On-site,2024,United States,150000,USD,150000,United States,Medium,122999.99999999999
Data Engineer,Executive-level,Full-time,Remote,2024,United States,219650,USD,219650,United States,Medium,180113.0
Data Engineer,Executive-level,Full-time,Remote,2024,United States,136000,USD,136000,United States,Medium,111520.0
Business Intelligence Developer,Mid-level,Full-time,On-site,2024,United States,87800,USD,87800,United States,Medium,71996.0
Business Intelligence Developer,Mid-level,Full-time,On-site,2024,United States,76300,USD,76300,United States,Medium,62565.99999999999
Data Scientist,Mid-level,Full-time,Remote,2024,United States,148100,USD,148100,United States,Medium,121442.0
Data Scientist,Mid-level,Full-time,Remote,2024,United States,98700,USD,98700,United States,Medium,80934.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,145500,USD,145500,United States,Medium,119310.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,93000,USD,93000,United States,Medium,76260.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,85000,USD,85000,United States,Medium,69700.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,75000,USD,75000,United States,Medium,61499.99999999999
Data Scientist,Mid-level,Full-time,On-site,2024,United States,105000,USD,105000,United States,Medium,86100.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,70000,USD,70000,United States,Medium,57400.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,204662,USD,204662,United States,Medium,167822.84
Data Engineer,Senior-level,Full-time,On-site,2024,United States,184662,USD,184662,United States,Medium,151422.84
Data Scientist,Mid-level,Full-time,On-site,2024,United States,179000,USD,179000,United States,Medium,146780.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,112000,USD,112000,United States,Medium,91840.0
Data Analyst,Entry-level,Full-time,On-site,2024,United States,115000,USD,115000,United States,Medium,94300.0
Data Analyst,Entry-level,Full-time,On-site,2024,United States,85000,USD,85000,United States,Medium,69700.0
Director of Data Science,Executive-level,Full-time,On-site,2024,United States,225000,USD,225000,United States,Medium,184500.0
Director of Data Science,Executive-level,Full-time,On-site,2024,United States,180000,USD,180000,United States,Medium,147600.0
MLOps Engineer,Senior-level,Full-time,On-site,2024,United States,175000,USD,175000,United States,Medium,143500.0
MLOps Engineer,Senior-level,Full-time,On-site,2024,United States,110000,USD,110000,United States,Medium,90200.0
Machine Learning Scientist,Senior-level,Full-time,On-site,2024,United States,252000,USD,252000,United States,Medium,206640.0
Machine Learning Scientist,Senior-level,Full-time,On-site,2024,United States,157500,USD,157500,United States,Medium,129149.99999999999
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,267900,USD,267900,United States,Medium,219678.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,234700,USD,234700,United States,Medium,192454.0
Data Analyst,Entry-level,Full-time,On-site,2024,United States,195500,USD,195500,United States,Medium,160310.0
Data Analyst,Entry-level,Full-time,On-site,2024,United States,68000,USD,68000,United States,Medium,55760.0
Data Science Manager,Senior-level,Full-time,Remote,2024,United States,120000,USD,120000,United States,Medium,98400.0
Data Science Manager,Senior-level,Full-time,Remote,2024,United States,90000,USD,90000,United States,Medium,73800.0
Data Scientist,Senior-level,Full-time,On-site,2024,United States,242000,USD,242000,United States,Medium,198440.0
Data Scientist,Senior-level,Full-time,On-site,2024,United States,106200,USD,106200,United States,Medium,87084.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,215000,USD,215000,United States,Medium,176300.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,146900,USD,146900,United States,Medium,120458.0
Applied Scientist,Mid-level,Full-time,On-site,2024,United States,222200,USD,222200,United States,Large,182204.0
Applied Scientist,Mid-level,Full-time,On-site,2024,United States,136000,USD,136000,United States,Large,111520.0
Data Scientist,Mid-level,Full-time,Remote,2024,United States,246000,USD,246000,United States,Medium,201720.0
Data Scientist,Mid-level,Full-time,Remote,2024,United States,190000,USD,190000,United States,Medium,155800.0
Data Engineer,Mid-level,Full-time,Remote,2024,United States,165000,USD,165000,United States,Medium,135300.0
Data Engineer,Mid-level,Full-time,Remote,2024,United States,129600,USD,129600,United States,Medium,106272.0
Business Intelligence Analyst,Mid-level,Full-time,On-site,2024,United States,200400,USD,200400,United States,Medium,164328.0
Business Intelligence Analyst,Mid-level,Full-time,On-site,2024,United States,126900,USD,126900,United States,Medium,104058.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2024,United States,322000,USD,322000,United States,Medium,264040.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2024,United States,230000,USD,230000,United States,Medium,188600.0
Data Analyst,Senior-level,Full-time,On-site,2024,United States,175520,USD,175520,United States,Medium,143926.4
Data Analyst,Senior-level,Full-time,On-site,2024,United States,103786,USD,103786,United States,Medium,85104.51999999999
Analytics Engineer,Senior-level,Full-time,Remote,2024,United States,170000,USD,170000,United States,Medium,139400.0
Analytics Engineer,Senior-level,Full-time,Remote,2024,United States,130000,USD,130000,United States,Medium,106600.0
Data Scientist,Senior-level,Full-time,On-site,2024,United States,195000,USD,195000,United States,Medium,159900.0
Data Scientist,Senior-level,Full-time,On-site,2024,United States,146900,USD,146900,United States,Medium,120458.0
Data Scientist,Mid-level,Full-time,Remote,2024,United States,170400,USD,170400,United States,Medium,139728.0
Data Scientist,Mid-level,Full-time,Remote,2024,United States,106500,USD,106500,United States,Medium,87330.0
Data Analyst,Mid-level,Full-time,On-site,2024,United States,134500,USD,134500,United States,Medium,110290.0
Data Analyst,Mid-level,Full-time,On-site,2024,United States,100000,USD,100000,United States,Medium,82000.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,159000,USD,159000,United States,Medium,130379.99999999999
Data Engineer,Mid-level,Full-time,On-site,2024,United States,111300,USD,111300,United States,Medium,91266.0
Machine Learning Engineer,Mid-level,Full-time,On-site,2024,United States,173400,USD,173400,United States,Medium,142188.0
Machine Learning Engineer,Mid-level,Full-time,On-site,2024,United States,99100,USD,99100,United States,Medium,81262.0
Business Intelligence Engineer,Senior-level,Full-time,On-site,2024,United States,185000,USD,185000,United States,Large,151700.0
Business Intelligence Engineer,Senior-level,Full-time,On-site,2024,United States,79600,USD,79600,United States,Large,65271.99999999999
Data Science,Executive-level,Full-time,Remote,2024,United States,323700,USD,323700,United States,Medium,265434.0
Data Science,Executive-level,Full-time,Remote,2024,United States,190500,USD,190500,United States,Medium,156210.0
Data Scientist,Senior-level,Full-time,On-site,2024,United States,218000,USD,218000,United States,Medium,178760.0
Data Scientist,Senior-level,Full-time,On-site,2024,United States,145000,USD,145000,United States,Medium,118900.0
Research Scientist,Senior-level,Full-time,On-site,2024,United States,258100,USD,258100,United States,Medium,211642.0
Research Scientist,Senior-level,Full-time,On-site,2024,United States,151900,USD,151900,United States,Medium,124557.99999999999
Data Science,Mid-level,Full-time,On-site,2024,United States,179000,USD,179000,United States,Medium,146780.0
Data Science,Mid-level,Full-time,On-site,2024,United States,106500,USD,106500,United States,Medium,87330.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,212800,USD,212800,United States,Large,174496.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,111600,USD,111600,United States,Large,91512.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2024,United States,166700,USD,166700,United States,Medium,136694.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2024,United States,150000,USD,150000,United States,Medium,122999.99999999999
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,220000,USD,220000,United States,Medium,180400.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,170000,USD,170000,United States,Medium,139400.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2024,United States,418000,USD,418000,United States,Medium,342760.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2024,United States,141000,USD,141000,United States,Medium,115620.0
Research Engineer,Senior-level,Full-time,On-site,2024,United States,440000,USD,440000,United States,Medium,360800.0
Research Engineer,Senior-level,Full-time,On-site,2024,United States,100000,USD,100000,United States,Medium,82000.0
Managing Director Data Science,Executive-level,Full-time,Hybrid,2024,United States,260000,USD,260000,United States,Large,213200.0
Data Scientist,Executive-level,Full-time,On-site,2024,United States,246100,USD,246100,United States,Medium,201802.0
Data Scientist,Executive-level,Full-time,On-site,2024,United States,181900,USD,181900,United States,Medium,149158.0
Machine Learning Engineer,Entry-level,Full-time,On-site,2024,United States,91000,USD,91000,United States,Medium,74620.0
Machine Learning Engineer,Entry-level,Full-time,On-site,2024,United States,70000,USD,70000,United States,Medium,57400.0
Business Intelligence Developer,Executive-level,Full-time,On-site,2024,United States,177500,USD,177500,United States,Medium,145550.0
Business Intelligence Developer,Executive-level,Full-time,On-site,2024,United States,117500,USD,117500,United States,Medium,96350.0
Business Intelligence Analyst,Entry-level,Full-time,On-site,2024,United States,95000,USD,95000,United States,Medium,77900.0
Business Intelligence Analyst,Entry-level,Full-time,On-site,2024,United States,70000,USD,70000,United States,Medium,57400.0
Data Science,Senior-level,Full-time,On-site,2024,United States,258720,USD,258720,United States,Medium,212150.4
Data Science,Senior-level,Full-time,On-site,2024,United States,160000,USD,160000,United States,Medium,131200.0
BI Developer,Mid-level,Full-time,On-site,2024,United States,154800,USD,154800,United States,Medium,126935.99999999999
BI Developer,Mid-level,Full-time,On-site,2024,United States,76300,USD,76300,United States,Medium,62565.99999999999
AI Engineer,Mid-level,Full-time,On-site,2024,United States,170200,USD,170200,United States,Medium,139564.0
AI Engineer,Mid-level,Full-time,On-site,2024,United States,83900,USD,83900,United States,Medium,68798.0
Data Engineer,Senior-level,Full-time,Remote,2024,United States,205000,USD,205000,United States,Medium,168100.0
Data Engineer,Senior-level,Full-time,Remote,2024,United States,165000,USD,165000,United States,Medium,135300.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,250000,USD,250000,United States,Medium,205000.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,131600,USD,131600,United States,Medium,107912.0
Data Scientist,Senior-level,Full-time,On-site,2024,United States,240000,USD,240000,United States,Medium,196800.0
Data Scientist,Senior-level,Full-time,On-site,2024,United States,187000,USD,187000,United States,Medium,153340.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,134600,USD,134600,United States,Medium,110372.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,103000,USD,103000,United States,Medium,84460.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,324000,USD,324000,United States,Medium,265680.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,159000,USD,159000,United States,Medium,130379.99999999999
Data Engineer,Senior-level,Full-time,On-site,2024,United States,385000,USD,385000,United States,Medium,315700.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,245000,USD,245000,United States,Medium,200900.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,385000,USD,385000,United States,Medium,315700.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,245000,USD,245000,United States,Medium,200900.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,214300,USD,214300,United States,Medium,175726.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,108500,USD,108500,United States,Medium,88970.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,245700,USD,245700,United States,Medium,201474.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,132300,USD,132300,United States,Medium,108486.0
Data Specialist,Mid-level,Full-time,On-site,2024,United States,80000,USD,80000,United States,Medium,65600.0
Data Specialist,Mid-level,Full-time,On-site,2024,United States,73000,USD,73000,United States,Medium,59860.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2024,United States,263500,USD,263500,United States,Medium,216070.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2024,United States,189360,USD,189360,United States,Medium,155275.19999999998
Data Architect,Senior-level,Full-time,Remote,2024,United States,175000,USD,175000,United States,Medium,143500.0
Data Architect,Senior-level,Full-time,Remote,2024,United States,125000,USD,125000,United States,Medium,102500.0
Data Science,Executive-level,Full-time,On-site,2024,United States,175762,USD,175762,United States,Medium,144124.84
Data Science,Executive-level,Full-time,On-site,2024,United States,97254,USD,97254,United States,Medium,79748.28
Applied Scientist,Senior-level,Full-time,Remote,2024,United States,218213,USD,218213,United States,Medium,178934.66
Applied Scientist,Senior-level,Full-time,Remote,2024,United States,178538,USD,178538,United States,Medium,146401.16
Research Engineer,Mid-level,Full-time,On-site,2024,United States,440000,USD,440000,United States,Medium,360800.0
Research Engineer,Mid-level,Full-time,On-site,2024,United States,295000,USD,295000,United States,Medium,241900.0
Research Engineer,Mid-level,Full-time,On-site,2024,United States,118600,USD,118600,United States,Medium,97252.0
Research Engineer,Mid-level,Full-time,On-site,2024,United States,96800,USD,96800,United States,Medium,79376.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,198800,USD,198800,United States,Medium,163016.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,90700,USD,90700,United States,Medium,74374.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,145000,USD,145000,United States,Medium,118900.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,115000,USD,115000,United States,Medium,94300.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,269100,USD,269100,United States,Medium,220662.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,131300,USD,131300,United States,Medium,107666.0
Research Engineer,Mid-level,Full-time,On-site,2024,United States,245000,USD,245000,United States,Medium,200900.0
Data Analyst,Entry-level,Full-time,On-site,2024,United States,99900,USD,99900,United States,Medium,81918.0
Data Analyst,Entry-level,Full-time,On-site,2024,United States,83000,USD,83000,United States,Medium,68060.0
Research Engineer,Mid-level,Full-time,On-site,2024,United States,240960,USD,240960,United States,Medium,197587.19999999998
Research Engineer,Mid-level,Full-time,On-site,2024,United States,190000,USD,190000,United States,Medium,155800.0
Data Architect,Senior-level,Full-time,On-site,2024,United States,178600,USD,178600,United States,Medium,146452.0
Data Architect,Senior-level,Full-time,On-site,2024,United States,67200,USD,67200,United States,Medium,55104.0
Data Visualization Specialist,Mid-level,Full-time,On-site,2024,United States,170200,USD,170200,United States,Medium,139564.0
Data Visualization Specialist,Mid-level,Full-time,On-site,2024,United States,83900,USD,83900,United States,Medium,68798.0
Data Analyst,Senior-level,Full-time,Remote,2024,United States,169000,USD,169000,United States,Medium,138580.0
Data Analyst,Senior-level,Full-time,Remote,2024,United States,120000,USD,120000,United States,Medium,98400.0
Research Engineer,Senior-level,Full-time,On-site,2024,United States,450000,USD,450000,United States,Medium,369000.0
Research Engineer,Senior-level,Full-time,On-site,2024,United States,245000,USD,245000,United States,Medium,200900.0
ETL Developer,Senior-level,Full-time,On-site,2024,United States,99500,USD,99500,United States,Medium,81590.0
ETL Developer,Senior-level,Full-time,On-site,2024,United States,53300,USD,53300,United States,Medium,43706.0
Research Engineer,Senior-level,Full-time,On-site,2024,United States,240960,USD,240960,United States,Medium,197587.19999999998
Research Engineer,Senior-level,Full-time,On-site,2024,United States,200800,USD,200800,United States,Medium,164656.0
Data Science Practitioner,Mid-level,Full-time,On-site,2024,United States,170200,USD,170200,United States,Medium,139564.0
Data Science Practitioner,Mid-level,Full-time,On-site,2024,United States,83900,USD,83900,United States,Medium,68798.0
Data Engineer,Mid-level,Full-time,Remote,2024,United States,125000,USD,125000,United States,Medium,102500.0
Data Engineer,Mid-level,Full-time,Remote,2024,United States,115000,USD,115000,United States,Medium,94300.0
Data Science,Senior-level,Full-time,On-site,2024,United States,261050,USD,261050,United States,Medium,214061.0
Data Science,Senior-level,Full-time,On-site,2024,United States,187000,USD,187000,United States,Medium,153340.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,331640,USD,331640,United States,Medium,271944.8
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,283780,USD,283780,United States,Medium,232699.59999999998
Data Analyst,Senior-level,Full-time,On-site,2024,United States,146500,USD,146500,United States,Medium,120130.0
Data Analyst,Senior-level,Full-time,On-site,2024,United States,96000,USD,96000,United States,Medium,78720.0
Computer Vision Engineer,Senior-level,Full-time,On-site,2024,United States,235000,USD,235000,United States,Medium,192700.0
Computer Vision Engineer,Senior-level,Full-time,On-site,2024,United States,185000,USD,185000,United States,Medium,151700.0
Data Scientist,Mid-level,Full-time,Remote,2024,United States,140400,USD,140400,United States,Medium,115128.0
Data Scientist,Mid-level,Full-time,Remote,2024,United States,90000,USD,90000,United States,Medium,73800.0
Research Scientist,Senior-level,Full-time,On-site,2024,United States,440000,USD,440000,United States,Medium,360800.0
Research Scientist,Senior-level,Full-time,On-site,2024,United States,245000,USD,245000,United States,Medium,200900.0
Data Architect,Senior-level,Full-time,On-site,2024,United States,76300,USD,76300,United States,Medium,62565.99999999999
Data Engineer,Senior-level,Full-time,On-site,2024,United States,260000,USD,260000,United States,Medium,213200.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,225000,USD,225000,United States,Medium,184500.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,165000,USD,165000,United States,Medium,135300.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,137000,USD,137000,United States,Medium,112340.0
Applied Scientist,Senior-level,Full-time,On-site,2024,United States,260000,USD,260000,United States,Large,213200.0
Applied Scientist,Senior-level,Full-time,On-site,2024,United States,136000,USD,136000,United States,Large,111520.0
Data Scientist,Senior-level,Full-time,On-site,2024,United States,296100,USD,296100,United States,Medium,242802.0
Data Scientist,Senior-level,Full-time,On-site,2024,United States,144500,USD,144500,United States,Medium,118490.0
Research Scientist,Senior-level,Full-time,On-site,2024,United States,278700,USD,278700,United States,Medium,228534.0
Research Scientist,Senior-level,Full-time,On-site,2024,United States,159300,USD,159300,United States,Medium,130625.99999999999
Data Scientist,Senior-level,Full-time,Remote,2024,United States,206000,USD,206000,United States,Medium,168920.0
Data Scientist,Senior-level,Full-time,Remote,2024,United States,140250,USD,140250,United States,Medium,115005.0
Analytics Engineer,Mid-level,Full-time,On-site,2024,United States,100000,USD,100000,United States,Medium,82000.0
Analytics Engineer,Mid-level,Full-time,On-site,2024,United States,75000,USD,75000,United States,Medium,61499.99999999999
Data Lead,Senior-level,Full-time,On-site,2024,United States,180000,USD,180000,United States,Medium,147600.0
Data Lead,Senior-level,Full-time,On-site,2024,United States,140000,USD,140000,United States,Medium,114800.0
Data Analyst,Senior-level,Full-time,On-site,2024,United States,116800,USD,116800,United States,Medium,95776.0
Data Analyst,Senior-level,Full-time,On-site,2024,United States,87600,USD,87600,United States,Medium,71832.0
Data Scientist,Senior-level,Full-time,On-site,2024,United States,170000,USD,170000,United States,Medium,139400.0
Data Scientist,Senior-level,Full-time,On-site,2024,United States,125000,USD,125000,United States,Medium,102500.0
Data Architect,Senior-level,Full-time,On-site,2024,United States,283500,USD,283500,United States,Medium,232470.0
Data Architect,Senior-level,Full-time,On-site,2024,United States,149000,USD,149000,United States,Medium,122179.99999999999
ML Engineer,Senior-level,Full-time,On-site,2024,United States,357900,USD,357900,United States,Medium,293478.0
ML Engineer,Senior-level,Full-time,On-site,2024,United States,189400,USD,189400,United States,Medium,155308.0
Data Scientist,Senior-level,Full-time,On-site,2024,United States,212000,USD,212000,United States,Medium,173840.0
Data Scientist,Senior-level,Full-time,On-site,2024,United States,93400,USD,93400,United States,Medium,76588.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,128656,USD,128656,United States,Medium,105497.92
Data Engineer,Senior-level,Full-time,On-site,2024,United States,103330,USD,103330,United States,Medium,84730.59999999999
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,250900,USD,250900,United States,Medium,205738.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,135200,USD,135200,United States,Medium,110864.0
Applied Scientist,Senior-level,Full-time,On-site,2024,United States,414000,USD,414000,United States,Medium,339480.0
Applied Scientist,Senior-level,Full-time,On-site,2024,United States,216000,USD,216000,United States,Medium,177120.0
Data Specialist,Mid-level,Full-time,On-site,2024,United States,69000,USD,69000,United States,Medium,56580.0
Data Specialist,Mid-level,Full-time,On-site,2024,United States,51000,USD,51000,United States,Medium,41820.0
Data Analyst,Senior-level,Full-time,On-site,2024,United States,109000,USD,109000,United States,Medium,89380.0
Data Analyst,Senior-level,Full-time,On-site,2024,United States,62300,USD,62300,United States,Medium,51086.0
Analytics Engineer,Mid-level,Full-time,On-site,2024,United States,134160,USD,134160,United States,Medium,110011.2
Analytics Engineer,Mid-level,Full-time,On-site,2024,United States,72240,USD,72240,United States,Medium,59236.799999999996
Data Analyst,Mid-level,Full-time,On-site,2024,United States,90500,USD,90500,United States,Medium,74210.0
Data Analyst,Mid-level,Full-time,On-site,2024,United States,42400,USD,42400,United States,Medium,34768.0
Data Architect,Senior-level,Full-time,On-site,2024,United States,381500,USD,381500,United States,Medium,312830.0
Data Architect,Senior-level,Full-time,On-site,2024,United States,202500,USD,202500,United States,Medium,166050.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,257000,USD,257000,United States,Medium,210740.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,129000,USD,129000,United States,Medium,105780.0
Data Analyst,Entry-level,Full-time,Remote,2024,United States,120000,USD,120000,United States,Medium,98400.0
Data Analyst,Entry-level,Full-time,Remote,2024,United States,100000,USD,100000,United States,Medium,82000.0
Data Analyst,Entry-level,Full-time,On-site,2024,United States,80000,USD,80000,United States,Medium,65600.0
Data Analyst,Entry-level,Full-time,On-site,2024,United States,45700,USD,45700,United States,Medium,37474.0
Data Science,Senior-level,Full-time,On-site,2024,United States,138000,USD,138000,United States,Medium,113160.0
Data Science,Senior-level,Full-time,On-site,2024,United States,86000,USD,86000,United States,Medium,70520.0
Data Science,Senior-level,Full-time,On-site,2024,United States,152000,USD,152000,United States,Medium,124639.99999999999
Data Science,Senior-level,Full-time,On-site,2024,United States,133200,USD,133200,United States,Medium,109224.0
Data Analyst,Senior-level,Full-time,On-site,2024,United States,135000,USD,135000,United States,Medium,110700.0
Data Analyst,Senior-level,Full-time,On-site,2024,United States,120000,USD,120000,United States,Medium,98400.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,175000,USD,175000,United States,Medium,143500.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,150000,USD,150000,United States,Medium,122999.99999999999
Data Developer,Mid-level,Full-time,On-site,2024,United States,100000,USD,100000,United States,Medium,82000.0
Data Developer,Mid-level,Full-time,On-site,2024,United States,95000,USD,95000,United States,Medium,77900.0
Data Analyst,Senior-level,Full-time,Remote,2024,United States,134200,USD,134200,United States,Medium,110044.0
Data Analyst,Senior-level,Full-time,Remote,2024,United States,117000,USD,117000,United States,Medium,95940.0
Research Scientist,Mid-level,Full-time,On-site,2024,United States,179000,USD,179000,United States,Medium,146780.0
Research Scientist,Mid-level,Full-time,On-site,2024,United States,112000,USD,112000,United States,Medium,91840.0
Data Architect,Senior-level,Full-time,On-site,2024,United States,234000,USD,234000,United States,Medium,191880.0
Data Architect,Senior-level,Full-time,On-site,2024,United States,146000,USD,146000,United States,Medium,119720.0
Data Analyst,Entry-level,Full-time,Remote,2024,United States,75065,USD,75065,United States,Medium,61553.299999999996
Data Analyst,Entry-level,Full-time,Remote,2024,United States,41419,USD,41419,United States,Medium,33963.579999999994
Data Engineer,Mid-level,Full-time,On-site,2024,United States,107800,USD,107800,United States,Medium,88396.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,61600,USD,61600,United States,Medium,50512.0
ML Engineer,Senior-level,Full-time,On-site,2024,United States,324000,USD,324000,United States,Medium,265680.0
ML Engineer,Senior-level,Full-time,On-site,2024,United States,159000,USD,159000,United States,Medium,130379.99999999999
Data Analyst,Entry-level,Full-time,Remote,2024,United States,80000,USD,80000,United States,Medium,65600.0
Data Analyst,Entry-level,Full-time,Remote,2024,United States,75000,USD,75000,United States,Medium,61499.99999999999
Research Scientist,Senior-level,Full-time,On-site,2024,United States,179000,USD,179000,United States,Medium,146780.0
Research Scientist,Senior-level,Full-time,On-site,2024,United States,112000,USD,112000,United States,Medium,91840.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,247300,USD,247300,United States,Medium,202786.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,139700,USD,139700,United States,Medium,114554.0
Data Analyst,Entry-level,Full-time,On-site,2024,United States,93000,USD,93000,United States,Medium,76260.0
Data Analyst,Entry-level,Full-time,On-site,2024,United States,65750,USD,65750,United States,Medium,53915.0
Research Scientist,Senior-level,Full-time,On-site,2024,United States,234000,USD,234000,United States,Medium,191880.0
Research Scientist,Senior-level,Full-time,On-site,2024,United States,146000,USD,146000,United States,Medium,119720.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,130000,USD,130000,United States,Medium,106600.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,90800,USD,90800,United States,Medium,74456.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,166000,USD,166000,United States,Medium,136120.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,73100,USD,73100,United States,Medium,59942.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,166000,USD,166000,United States,Medium,136120.0
Data Scientist,Mid-level,Full-time,On-site,2024,United States,73100,USD,73100,United States,Medium,59942.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,186754,USD,186754,United States,Medium,153138.28
Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,101000,USD,101000,United States,Medium,82820.0
Data Scientist,Senior-level,Full-time,On-site,2024,United States,64000,GBP,80000,United States,Medium,65600.0
Data Scientist,Senior-level,Full-time,On-site,2024,United States,54000,GBP,67500,United States,Medium,55350.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,138000,USD,138000,United States,Medium,113160.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,86000,USD,86000,United States,Medium,70520.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,106050,USD,106050,United States,Medium,86961.0
Data Engineer,Mid-level,Full-time,On-site,2024,United States,80420,USD,80420,United States,Medium,65944.4
Data Analyst,Entry-level,Full-time,On-site,2024,United States,179000,USD,179000,United States,Medium,146780.0
Data Analyst,Entry-level,Full-time,On-site,2024,United States,112000,USD,112000,United States,Medium,91840.0
Research Engineer,Senior-level,Full-time,On-site,2024,United States,234000,USD,234000,United States,Medium,191880.0
Research Engineer,Senior-level,Full-time,On-site,2024,United States,146000,USD,146000,United States,Medium,119720.0
Data Architect,Senior-level,Full-time,On-site,2024,United States,186000,USD,186000,United States,Medium,152520.0
Data Architect,Senior-level,Full-time,On-site,2024,United States,81800,USD,81800,United States,Medium,67076.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,160000,USD,160000,United States,Medium,131200.0
Data Engineer,Senior-level,Full-time,On-site,2024,United States,94100,USD,94100,United States,Medium,77162.0
Data Engineer,Executive-level,Full-time,On-site,2024,United States,225000,USD,225000,United States,Medium,184500.0
Data Engineer,Executive-level,Full-time,On-site,2024,United States,215000,USD,215000,United States,Medium,176300.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2024,United States,303400,USD,303400,United States,Medium,248787.99999999997
